username,colour,time_control,user_rating,game_date,game_date_time
Ainceer,black,180,758,2020.12.02,2020-12-02 21:41:27
Ainceer,white,180,1107,2020.12.02,2020-12-02 21:47:22
Ainceer,black,180,758,2020.12.02,2020-12-02 21:52:09
Ainceer,white,180,1107,2020.12.02,2020-12-02 21:55:13
Ainceer,black,180,758,2020.12.02,2020-12-02 22:00:50
Ainceer,white,180,1107,2020.12.02,2020-12-02 22:09:26
Ainceer,black,180,758,2020.12.02,2020-12-02 22:10:38
Ainceer,white,180,1107,2020.12.02,2020-12-02 22:13:51
Ainceer,white,180,772,2020.12.02,2020-12-02 23:09:35
Ainceer,black,180,761,2020.12.02,2020-12-02 23:11:10
Ainceer,black,600,1221,2020.12.03,2020-12-03 17:56:53
Ainceer,white,600,1260,2020.12.03,2020-12-03 18:00:59
Ainceer,black,600,1223,2020.12.03,2020-12-03 18:08:18
Ainceer,white,600,1259,2020.12.04,2020-12-04 20:07:23
Ainceer,black,600,1223,2020.12.04,2020-12-04 20:13:17
Ainceer,white,600,1215,2020.12.04,2020-12-04 20:29:37
Ainceer,white,600,1202,2020.12.04,2020-12-04 22:02:11
Ainceer,black,600,1198,2020.12.04,2020-12-04 22:05:22
Ainceer,black,600,1207,2020.12.04,2020-12-04 22:10:42
Ainceer,white,600,1180,2020.12.04,2020-12-04 22:31:15
Ainceer,white,180,787,2020.12.06,2020-12-06 10:49:35
Ainceer,black,180,727,2020.12.06,2020-12-06 10:51:12
Ainceer,white,180,697,2020.12.06,2020-12-06 10:53:36
Ainceer,black,180,757,2020.12.06,2020-12-06 10:57:45
Ainceer,black,180,774,2020.12.06,2020-12-06 12:13:14
Ainceer,black,180,763,2020.12.06,2020-12-06 12:19:31
Ainceer,white,180,778,2020.12.06,2020-12-06 12:20:40
Ainceer,white,180,736,2020.12.06,2020-12-06 12:21:14
Ainceer,black,180,748,2020.12.06,2020-12-06 12:24:50
Ainceer,black,180,761,2020.12.06,2020-12-06 12:30:18
Ainceer,black,180,773,2020.12.06,2020-12-06 12:35:46
Ainceer,white,180,810,2020.12.06,2020-12-06 12:37:10
Ainceer,white,180,770,2020.12.06,2020-12-06 12:38:47
Ainceer,white,180,600,2020.12.06,2020-12-06 12:43:58
Ainceer,black,180,772,2020.12.06,2020-12-06 12:48:51
Ainceer,white,180,802,2020.12.06,2020-12-06 12:50:42
Ainceer,black,180,772,2020.12.06,2020-12-06 12:54:07
Ainceer,white,180,809,2020.12.06,2020-12-06 12:57:43
Ainceer,black,180,792,2020.12.06,2020-12-06 13:39:42
Ainceer,white,180,827,2020.12.06,2020-12-06 13:43:45
Ainceer,black,180,811,2020.12.06,2020-12-06 13:48:05
Ainceer,black,180,819,2020.12.06,2020-12-06 13:50:59
Ainceer,black,180,811,2020.12.06,2020-12-06 13:52:59
Ainceer,white,180,813,2020.12.06,2020-12-06 13:56:19
Ainceer,black,180,811,2020.12.06,2020-12-06 14:02:57
Ainceer,white,180,805,2020.12.06,2020-12-06 14:07:12
Ainceer,black,180,827,2020.12.06,2020-12-06 14:10:00
Ainceer,white,180,806,2020.12.06,2020-12-06 14:15:01
Ainceer,black,180,810,2020.12.06,2020-12-06 14:18:10
Ainceer,white,180,806,2020.12.06,2020-12-06 14:21:19
Ainceer,black,180,810,2020.12.06,2020-12-06 14:25:00
Ainceer,white,180,794,2020.12.06,2020-12-06 14:30:38
Ainceer,black,180,801,2020.12.07,2020-12-07 11:27:34
Ainceer,white,180,1240,2020.12.07,2020-12-07 11:29:45
Ainceer,black,180,801,2020.12.07,2020-12-07 11:35:18
Ainceer,white,180,1240,2020.12.07,2020-12-07 11:35:44
Ainceer,black,180,801,2020.12.07,2020-12-07 11:42:07
Ainceer,white,180,1240,2020.12.07,2020-12-07 11:48:17
Ainceer,black,180,801,2020.12.07,2020-12-07 11:54:35
Ainceer,white,180,1240,2020.12.07,2020-12-07 11:58:07
Ainceer,black,180,801,2020.12.07,2020-12-07 12:01:05
Ainceer,white,180,1240,2020.12.07,2020-12-07 12:07:09
Ainceer,black,300,801,2020.12.07,2020-12-07 12:13:07
Ainceer,white,300,1240,2020.12.07,2020-12-07 12:22:05
Ainceer,black,180,809,2020.12.07,2020-12-07 16:28:34
Ainceer,black,180,801,2020.12.07,2020-12-07 16:33:48
Ainceer,white,180,625,2020.12.07,2020-12-07 16:34:40
Ainceer,black,180,800,2020.12.07,2020-12-07 16:38:56
Ainceer,white,180,741,2020.12.07,2020-12-07 16:45:17
Ainceer,white,180,852,2020.12.07,2020-12-07 16:47:15
Ainceer,white,180,732,2020.12.07,2020-12-07 16:49:13
Ainceer,black,180,809,2020.12.07,2020-12-07 16:52:19
Ainceer,black,180,815,2020.12.07,2020-12-07 16:57:49
Ainceer,black,180,809,2020.12.07,2020-12-07 17:03:48
Ainceer,white,180,724,2020.12.07,2020-12-07 17:06:00
Ainceer,black,180,794,2020.12.07,2020-12-07 17:10:05
Ainceer,white,180,800,2020.12.07,2020-12-07 17:12:41
Ainceer,black,180,794,2020.12.07,2020-12-07 22:16:18
Ainceer,black,180,787,2020.12.07,2020-12-07 22:22:25
Ainceer,white,180,767,2020.12.07,2020-12-07 22:28:53
Ainceer,white,180,792,2020.12.07,2020-12-07 22:31:27
Ainceer,white,180,801,2020.12.07,2020-12-07 22:36:03
Ainceer,white,180,768,2020.12.07,2020-12-07 22:37:37
Ainceer,white,180,778,2020.12.07,2020-12-07 22:42:11
Ainceer,black,180,771,2020.12.07,2020-12-07 22:43:48
Ainceer,black,180,778,2020.12.08,2020-12-08 17:28:38
Ainceer,black,180,785,2020.12.08,2020-12-08 17:31:21
Ainceer,white,180,733,2020.12.08,2020-12-08 17:34:14
Ainceer,black,180,784,2020.12.08,2020-12-08 17:38:26
Ainceer,black,180,777,2020.12.08,2020-12-08 17:44:02
Ainceer,white,180,764,2020.12.08,2020-12-08 17:47:52
Ainceer,black,180,776,2020.12.08,2020-12-08 17:49:40
Ainceer,white,180,734,2020.12.08,2020-12-08 17:54:43
Ainceer,black,180,776,2020.12.08,2020-12-08 18:00:02
Ainceer,white,180,751,2020.12.08,2020-12-08 18:15:00
Ainceer,white,180,817,2020.12.08,2020-12-08 18:17:28
Ainceer,white,180,815,2020.12.08,2020-12-08 18:18:44
Ainceer,black,180,762,2020.12.08,2020-12-08 18:21:07
Ainceer,black,180,771,2020.12.08,2020-12-08 21:07:15
Ainceer,white,180,736,2020.12.08,2020-12-08 21:13:28
Ainceer,black,180,769,2020.12.08,2020-12-08 21:19:42
Ainceer,black,180,761,2020.12.08,2020-12-08 21:23:16
Ainceer,white,180,743,2020.12.08,2020-12-08 21:28:08
Ainceer,black,180,761,2020.12.08,2020-12-08 21:28:44
Ainceer,white,180,723,2020.12.08,2020-12-08 21:33:55
Ainceer,white,180,735,2020.12.08,2020-12-08 21:38:40
Ainceer,white,180,748,2020.12.08,2020-12-08 21:39:22
Ainceer,white,180,861,2020.12.08,2020-12-08 21:45:41
Ainceer,black,180,770,2020.12.08,2020-12-08 21:49:26
Ainceer,white,180,782,2020.12.08,2020-12-08 21:51:34
Ainceer,black,180,769,2020.12.09,2020-12-09 17:32:23
Ainceer,black,180,777,2020.12.09,2020-12-09 17:37:34
Ainceer,black,180,769,2020.12.09,2020-12-09 17:38:51
Ainceer,white,600,1244,2020.12.09,2020-12-09 17:43:31
Ainceer,black,600,1192,2020.12.09,2020-12-09 17:44:53
Ainceer,white,600,1181,2020.12.09,2020-12-09 17:45:38
Ainceer,black,600,1192,2020.12.09,2020-12-09 18:00:42
Ainceer,white,600,1181,2020.12.09,2020-12-09 18:05:39
Ainceer,white,600,1162,2020.12.09,2020-12-09 22:25:10
Ainceer,white,600,1233,2020.12.09,2020-12-09 22:31:04
Ainceer,white,600,1166,2020.12.09,2020-12-09 22:39:54
Ainceer,white,600,1168,2020.12.09,2020-12-09 22:51:30
Ainceer,black,600,1213,2020.12.09,2020-12-09 23:09:17
Ainceer,black,600,1205,2020.12.10,2020-12-10 15:08:29
Ainceer,black,600,1197,2020.12.10,2020-12-10 15:14:27
Ainceer,white,600,1211,2020.12.10,2020-12-10 15:18:16
Ainceer,black,600,1197,2020.12.10,2020-12-10 15:23:01
Ainceer,black,600,1205,2020.12.10,2020-12-10 15:31:35
Ainceer,black,180,760,2020.12.10,2020-12-10 17:43:36
Ainceer,white,180,790,2020.12.10,2020-12-10 17:48:21
Ainceer,black,180,759,2020.12.10,2020-12-10 17:49:01
Ainceer,white,180,741,2020.12.10,2020-12-10 17:53:31
Ainceer,white,180,804,2020.12.10,2020-12-10 17:58:36
Ainceer,white,180,806,2020.12.10,2020-12-10 18:05:18
Ainceer,black,180,746,2020.12.10,2020-12-10 18:09:16
Ainceer,black,180,738,2020.12.10,2020-12-10 18:10:24
Ainceer,black,180,746,2020.12.10,2020-12-10 18:11:16
Ainceer,white,180,761,2020.12.10,2020-12-10 20:06:05
Ainceer,black,180,731,2020.12.10,2020-12-10 20:12:38
Ainceer,black,180,723,2020.12.10,2020-12-10 20:14:27
Ainceer,white,180,703,2020.12.10,2020-12-10 20:17:36
Ainceer,white,180,713,2020.12.10,2020-12-10 20:23:09
Ainceer,black,180,714,2020.12.10,2020-12-10 20:28:04
Ainceer,black,180,722,2020.12.11,2020-12-11 17:53:53
Ainceer,white,180,710,2020.12.11,2020-12-11 17:56:01
Ainceer,white,180,752,2020.12.11,2020-12-11 18:00:35
Ainceer,black,180,714,2020.12.11,2020-12-11 18:01:55
Ainceer,white,180,684,2020.12.11,2020-12-11 18:03:11
Ainceer,black,180,712,2020.12.11,2020-12-11 18:04:02
Ainceer,white,180,700,2020.12.11,2020-12-11 18:07:05
Ainceer,black,180,712,2020.12.11,2020-12-11 18:09:12
Ainceer,black,180,704,2020.12.11,2020-12-11 18:15:42
Ainceer,white,180,716,2020.12.11,2020-12-11 18:20:59
Ainceer,black,180,705,2020.12.11,2020-12-11 18:22:07
Ainceer,black,180,698,2020.12.11,2020-12-11 18:24:21
Ainceer,white,180,726,2020.12.11,2020-12-11 21:57:41
Ainceer,white,180,727,2020.12.11,2020-12-11 22:00:57
Ainceer,black,180,674,2020.12.11,2020-12-11 22:02:47
Ainceer,white,180,682,2020.12.11,2020-12-11 22:08:04
Ainceer,white,180,660,2020.12.11,2020-12-11 22:13:23
Ainceer,white,180,646,2020.12.11,2020-12-11 22:17:27
Ainceer,black,180,681,2020.12.11,2020-12-11 22:21:29
Ainceer,black,600,1196,2020.12.11,2020-12-11 22:23:48
Ainceer,white,600,1192,2020.12.11,2020-12-11 22:26:29
Ainceer,black,600,1212,2020.12.11,2020-12-11 22:36:49
Ainceer,white,600,1177,2020.12.11,2020-12-11 22:40:44
Ainceer,black,600,1226,2020.12.11,2020-12-11 22:45:56
Ainceer,white,600,1254,2020.12.12,2020-12-12 20:00:15
Ainceer,black,600,1242,2020.12.12,2020-12-12 20:13:36
Ainceer,white,600,1221,2020.12.12,2020-12-12 20:19:54
Ainceer,white,600,1294,2020.12.12,2020-12-12 20:33:07
Ainceer,white,600,1223,2020.12.12,2020-12-12 20:46:42
Ainceer,white,600,1214,2020.12.12,2020-12-12 20:57:59
Ainceer,black,180,690,2020.12.12,2020-12-12 23:15:34
Ainceer,black,180,698,2020.12.12,2020-12-12 23:20:54
Ainceer,black,180,690,2020.12.12,2020-12-12 23:27:09
Ainceer,white,180,741,2020.12.12,2020-12-12 23:28:38
Ainceer,black,180,690,2020.12.12,2020-12-12 23:30:51
Ainceer,black,180,683,2020.12.12,2020-12-12 23:35:58
Ainceer,black,180,689,2020.12.12,2020-12-12 23:38:04
Ainceer,white,180,647,2020.12.12,2020-12-12 23:42:57
Ainceer,white,180,687,2020.12.12,2020-12-12 23:45:33
Ainceer,white,180,658,2020.12.13,2020-12-13 12:29:58
Ainceer,white,180,614,2020.12.13,2020-12-13 12:35:53
Ainceer,black,180,695,2020.12.13,2020-12-13 12:41:25
Ainceer,black,180,685,2020.12.13,2020-12-13 12:46:28
Ainceer,white,180,646,2020.12.13,2020-12-13 12:49:28
Ainceer,black,180,700,2020.12.13,2020-12-13 12:52:46
Ainceer,black,180,694,2020.12.13,2020-12-13 12:58:31
Ainceer,black,180,685,2020.12.13,2020-12-13 13:04:43
Ainceer,white,180,648,2020.12.13,2020-12-13 16:09:48
Ainceer,black,180,684,2020.12.13,2020-12-13 16:15:30
Ainceer,white,180,675,2020.12.13,2020-12-13 16:18:00
Ainceer,white,180,650,2020.12.13,2020-12-13 16:23:40
Ainceer,white,180,723,2020.12.13,2020-12-13 16:30:17
Ainceer,white,180,657,2020.12.13,2020-12-13 16:35:51
Ainceer,black,180,707,2020.12.13,2020-12-13 16:42:07
Ainceer,black,180,698,2020.12.13,2020-12-13 18:09:42
Ainceer,white,180,652,2020.12.13,2020-12-13 19:39:35
Ainceer,black,180,713,2020.12.13,2020-12-13 19:43:55
Ainceer,black,180,721,2020.12.13,2020-12-13 19:47:47
Ainceer,white,180,729,2020.12.13,2020-12-13 19:50:39
Ainceer,black,180,737,2020.12.13,2020-12-13 19:55:10
Ainceer,black,180,729,2020.12.13,2020-12-13 19:55:23
Ainceer,white,180,740,2020.12.13,2020-12-13 19:59:02
Ainceer,white,180,686,2020.12.13,2020-12-13 20:04:04
Ainceer,white,180,772,2020.12.13,2020-12-13 20:07:45
Ainceer,black,180,729,2020.12.13,2020-12-13 20:09:00
Ainceer,black,180,722,2020.12.13,2020-12-13 21:33:11
Ainceer,white,180,743,2020.12.13,2020-12-13 21:35:48
Ainceer,white,180,658,2020.12.13,2020-12-13 21:38:20
Ainceer,black,180,714,2020.12.13,2020-12-13 21:44:31
Ainceer,white,180,625,2020.12.13,2020-12-13 21:48:53
Ainceer,black,180,711,2020.12.15,2020-12-15 12:06:13
Ainceer,black,180,704,2020.12.15,2020-12-15 12:12:11
Ainceer,black,600,1266,2020.12.15,2020-12-15 12:19:51
Ainceer,white,600,1265,2020.12.15,2020-12-15 12:38:07
Ainceer,black,600,1249,2020.12.15,2020-12-15 12:40:16
Ainceer,white,600,1219,2020.12.15,2020-12-15 12:56:11
Ainceer,white,180,656,2020.12.15,2020-12-15 15:38:52
Ainceer,black,180,720,2020.12.15,2020-12-15 15:40:52
Ainceer,white,180,724,2020.12.15,2020-12-15 15:45:41
Ainceer,black,180,721,2020.12.15,2020-12-15 15:48:15
Ainceer,white,180,777,2020.12.15,2020-12-15 15:53:03
Ainceer,black,180,723,2020.12.15,2020-12-15 15:58:44
Ainceer,black,180,716,2020.12.15,2020-12-15 16:02:43
Ainceer,white,180,722,2020.12.15,2020-12-15 16:05:18
Ainceer,white,180,747,2020.12.15,2020-12-15 16:10:40
Ainceer,black,600,1264,2020.12.15,2020-12-15 16:13:15
Ainceer,white,600,1228,2020.12.15,2020-12-15 16:14:49
Ainceer,white,600,1241,2020.12.15,2020-12-15 16:21:21
